"Start.Date","End.Date","Response.Type","ip","Progress","Duration..in.seconds.","Finished","Recorded.Date","Response.ID","Recipient.Last.Name","Recipient.First.Name","Recipient.Email","External.Data.Reference","Location.Latitude","Location.Longitude","Distribution.Channel","User.Language","consent","state","gender","age","pid_3...Selected.Choice","pid_3...Other..please.specify....Text","pid_rep","pid_dem","pid_ind","pol_interest","ft_dems","ft_reps","We.d.like.to.understand.how.you.think.various.measures.of.the.economy.performed.in.2019.When.answ...The.nation.s.economy","We.d.like.to.understand.how.you.think.various.measures.of.the.economy.performed.in.2019.When.answ...The.level.of.unemployment","We.d.like.to.understand.how.you.think.various.measures.of.the.economy.performed.in.2019.When.answ...Inflation","reps_economy...No.Name.....Got.better","reps_economy...No.Name.....Stayed.about.the.same","reps_economy...No.Name.....Got.worse","dems_economy...No.Name.....Got.better","dems_economy...No.Name.....Stayed.about.the.same","dems_economy...No.Name.....Got.worse","reps_unemployment...No.Name.....Got.better","reps_unemployment...No.Name.....Stayed.about.the.same","reps_unemployment...No.Name.....Got.worse","dems_unemployment...No.Name.....Got.better","dems_unemployment...No.Name.....Stayed.about.the.same","dems_unemployment...No.Name.....Got.worse","reps_inflation...No.Name.....Got.better","reps_inflation...No.Name.....Stayed.about.the.same","reps_inflation...No.Name.....Got.worse","dems_inflation...No.Name.....Got.better","dems_inflation...No.Name.....Stayed.about.the.same","dems_inflation...No.Name.....Got.worse","gop_unemployment","gop_inflation","obama_unemployment","obama_inflation","trump_masks","latino","race...Selected.Choice","race...Other...Text","education","sleep","prosthetic","blind","deaf","gang_resp","gang_fam","hits","date","sincerity","randomization_1","ResponseId","geonames.countryCode","geonames.countryName","geonames.lat","geonames.lng","tzwhere.timezone","abuseipdb.bad_isp","abuseipdb.categories","abuseipdb.reports","abuseipdb.total","abuseipdb.trusted_isp","abuseipdb.version","abuseipdb.city","abuseipdb.country","abuseipdb.host_name","abuseipdb.postal_code","apivoid.information.reverse_dns","apivoid.information.continent_code","apivoid.information.continent_name","apivoid.information.country_code","apivoid.information.country_name","apivoid.information.region_name","apivoid.information.city_name","apivoid.information.latitude","apivoid.information.longitude","apivoid.information.isp","apivoid.blacklists.detections","apivoid.blacklists.engines_count","apivoid.blacklists.detection_rate","apivoid.blacklists.scantime","censys.location.country","shodan.area_code","shodan.hostnames","shodan.country_name","shodan.vulns","shodan.longitude","shodan.city","shodan.country_code","shodan.latitude","shodan.ports","virustotal.country","virustotal.verbose_msg","virustotal.detected_urls","ip_new","maxmind.city.names.en","maxmind.country.iso_code","maxmind.country.names.en","maxmind.location.latitude","maxmind.location.longitude","maxmind.location.metro_code","maxmind.postal.code","maxmind.registered_country.names.en","maxmind.traits.ip_address","pollname","platform","apivoid.anonymity.is_vpn","blacklisted","missing_ip","duplicated","foreign_ip","funny_ip","counts","troll_count_2","untrustworthy"
"6/29/20 10:48","6/29/20 10:51",0,"172.101.75.133",100,124,1,"6/29/20 10:51","R_broJYz5hiQFILx7",NA,NA,NA,NA,43.02400208,-78.75319672,"anonymous","EN",1,33,1,4,1,"",NA,1,NA,10,5,0,5,5,5,60,30,10,0,50,50,70,30,0,0,50,50,70,30,0,0,60,40,2,2,NA,NA,5,2,"1","",5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"congress","R_broJYz5hiQFILx7",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-172-101-75-133.buffalo.res.rr.com",NA,"North America","US","United States of America","New York","Williamsville",42.96395111,-78.73780823,"Charter Communications Inc",0,88,"0%",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"172.101.75.133","Buffalo","US","United States",42.9297,-78.7434,514,"14225","United States","172.101.75.133","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:51","6/29/20 10:51",0,"68.32.223.215",100,18,1,"6/29/20 10:52","R_veGuztOKLKtUp45",NA,NA,NA,NA,42.27890015,-85.69039917,"anonymous","EN",1,23,2,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","R_veGuztOKLKtUp45",NA,NA,NA,NA,"America/Detroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-68-32-223-215.hsd1.mi.comcast.net",NA,"North America","US","United States of America","Michigan","Kalamazoo",42.2917099,-85.58722687,"Comcast Cable Communications LLC",0,88,"0%",0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"68.32.223.215","Kalamazoo","US","United States",42.2789,-85.6904,563,"49009","United States","68.32.223.215","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:52",0,"172.58.22.226",100,151,1,"6/29/20 10:52","R_2sZq1lI5yVHen5q",NA,NA,NA,NA,33.84049988,-117.9525986,"anonymous","EN",1,3,1,4,2,"",1,NA,NA,5,5,5,4,4,4,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,2,2,NA,NA,2,2,"1","",8,0,FALSE,TRUE,TRUE,FALSE,FALSE,1,"6/29/20",3,"congress","R_2sZq1lI5yVHen5q",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America","US","United States of America","California","Irvine",33.6694603,-117.8231125,"T-Mobile USA Inc.",0,88,"0%",0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","IP address in dataset",NA,"172.58.22.226","Los Angeles","US","United States",34.0124,-118.3414,803,"90008","United States","172.58.22.226","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,2,TRUE,TRUE
"6/29/20 10:49","6/29/20 10:52",0,"24.178.44.124",100,183,1,"6/29/20 10:52","R_3j0QOXjiHGPr9C7",NA,NA,NA,NA,42.56199646,-89.08599854,"anonymous","EN",1,51,1,6,1,"",NA,1,NA,10,10,0,1,1,1,100,0,0,80,0,20,100,0,0,100,0,0,100,0,0,80,0,20,1,1,NA,NA,1,2,"1","",3,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"congress","R_3j0QOXjiHGPr9C7",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"024-178-044-124.res.spectrum.com",NA,"North America","US","United States of America","Wisconsin","Beloit",42.50835037,-89.03177643,"Charter Communications Inc",0,88,"0%",0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"24.178.44.124","Beloit","US","United States",42.562,-89.086,669,"53511","United States","24.178.44.124","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:52",0,"69.115.186.150",100,190,1,"6/29/20 10:52","R_R1SMUiZrNiMOk93",NA,NA,NA,NA,41.09109497,-73.91989899,"anonymous","EN",1,33,2,4,1,"",NA,2,NA,6,5,5,4,4,4,50,50,0,NA,50,30,100,0,0,0,50,50,0,100,0,0,100,0,NA,NA,2,2,2,2,"1","",8,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"obama","R_R1SMUiZrNiMOk93",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ool-4573ba96.dyn.optonline.net",NA,"North America","US","United States of America","New York","West Nyack",41.09648132,-73.97292328,"Optimum Online",0,88,"0%",0.66,NA,NA,"ool-4573ba96.dyn.optonline.net","United States",NA,-74.0685,"Monsey","US",41.1171,"81|8554|5555|8009|4567",NA,"Missing IP address",NA,"69.115.186.150","Nanuet","US","United States",41.0991,-74.008,501,"10954","United States","69.115.186.150","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:52",0,"69.62.201.116",100,223,1,"6/29/20 10:52","R_11cQKQ4oyK93gqw",NA,NA,NA,NA,38.76800537,-121.3348999,"anonymous","EN",1,5,2,4,3,"",NA,NA,2,3,7,4,5,5,4,50,0,50,20,10,70,0,20,80,0,10,90,0,100,0,0,100,0,NA,NA,1,1,5,2,"1","",5,0,FALSE,FALSE,TRUE,FALSE,FALSE,2,"6/29/20",1,"obama","R_11cQKQ4oyK93gqw",NA,NA,NA,NA,"America/Los_Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"116.201-62-69.ftth.swbr.surewest.net",NA,"North America","US","United States of America","California","Sacramento",38.58156967,-121.4944,"Consolidated Communications Inc.",0,88,"0%",0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"69.62.201.116","Roseville","US","United States",38.768,-121.3349,862,"95747","United States","69.62.201.116","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
"6/29/20 10:48","6/29/20 10:52",0,"98.33.16.76",100,238,1,"6/29/20 10:52","R_1MJDaLQ9vlUbVQJ",NA,NA,NA,NA,37.5428009,-122.2971039,"anonymous","EN",1,5,1,5,2,"",1,NA,NA,7,2,3,1,4,5,50,10,40,60,20,20,30,40,30,50,40,10,60,20,20,50,40,10,2,1,NA,NA,5,2,"1","",5,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,"6/29/20",4,"congress","R_1MJDaLQ9vlUbVQJ",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America","US","United States of America","California","Palo Alto",37.44187927,-122.1430206,"Comcast Cable Communications LLC",0,88,"0%",0.54,NA,NA,NA,"United States",NA,-122.2971,"San Mateo","US",37.5428,"8080|8282|8181",NA,"Missing IP address",NA,"98.33.16.76","San Mateo","US","United States",37.5428,-122.2971,807,"94403","United States","98.33.16.76","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"72.177.10.130",100,230,1,"6/29/20 10:53","R_OJ5XK2Ui9tX3Crn",NA,NA,NA,NA,30.40319824,-97.75299835,"anonymous","EN",1,45,2,4,1,"",NA,1,NA,9,9,2,4,4,4,80,15,5,40,30,30,80,15,5,30,35,35,20,45,35,10,60,30,2,2,NA,NA,0,1,"1","",3,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",2,"congress","R_OJ5XK2Ui9tX3Crn",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"072-177-010-130.res.spectrum.com",NA,"North America","US","United States of America","Texas","Austin",30.26715088,-97.74305725,"Charter Communications Inc",0,88,"0%",0.49,NA,NA,"072-177-010-130.res.spectrum.com","United States",NA,-97.753,"Austin","US",30.4032,"7547",NA,"Missing IP address",NA,"72.177.10.130","Austin","US","United States",30.4032,-97.753,635,"78759","United States","72.177.10.130","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:50","6/29/20 10:53",0,"98.111.207.14",100,168,1,"6/29/20 10:53","R_ZglOlWHrhRaErv3",NA,NA,NA,NA,40.36849976,-80.05039978,"anonymous","EN",1,39,2,3,2,"",1,NA,NA,7,5,5,1,4,4,50,50,0,50,50,0,50,50,0,50,50,0,50,50,0,50,50,0,2,1,NA,NA,0,2,"1","",4,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,"6/29/20",1,"congress","R_ZglOlWHrhRaErv3",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pool-98-111-207-14.pitbpa.fios.verizon.net",NA,"North America","US","United States of America","Pennsylvania","Pittsburgh",40.44062042,-79.99588776,"Verizon Communications Inc.",0,88,"0%",0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"98.111.207.14","Pittsburgh","US","United States",40.3685,-80.0504,508,"15228","United States","98.111.207.14","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"69.76.135.165",100,222,1,"6/29/20 10:53","R_3ERzCX992igThIO",NA,NA,NA,NA,39.06669617,-94.91970062,"anonymous","EN",1,17,1,3,2,"",1,NA,NA,9,2,9,1,1,1,40,30,30,45,25,30,50,30,20,40,25,35,60,30,10,25,50,25,2,2,NA,NA,0,2,"1","",3,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"congress","R_3ERzCX992igThIO",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-69-76-135-165.kc.res.rr.com",NA,"North America","US","United States of America","Kansas","Kansas City",39.11417007,-94.62745667,"Charter Communications Inc",0,88,"0%",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"69.76.135.165","Kansas City","US","United States",39.116,-94.764,616,"66112","United States","69.76.135.165","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
